latitude,longitude,acq_date,temp,wind_speed,description,humidity
51.0403,2.2928,2023-03-27,16.8,3.6651642,Broken clouds,83
43.45,4.8961,2023-03-28,22,1.5,Clear sky,94
43.1889,2.2786,2023-03-28,17,3.6,Clear sky,82
43.2587,-1.3085,2023-03-28,14.9,2.57,Drizzle,87
43.0395,0.0535,2023-03-28,13,0.84311527,Overcast clouds,94
43.3059,-1.3221,2023-03-28,14.9,2.57,Drizzle,87
43.3043,-1.3381,2023-03-28,14.9,2.57,Drizzle,87
44.0598,3.4831,2023-03-29,11.7,3.8529272,Overcast clouds,97
44.0038,3.4334,2023-03-29,13.4,3.4330692,Overcast clouds,91
43.9927,5.5347,2023-03-29,16.3,1.1060836,Clear sky,96
43.3594,5.9387,2023-03-29,16,1.3043395,Scattered clouds,97
43.3573,5.926,2023-03-29,16,1.3043395,Scattered clouds,97
43.3552,5.9133,2023-03-29,16,1.3043395,Scattered clouds,97
43.0704,-0.6818,2023-03-29,13.5,0.13054729,Overcast clouds,96
44.0701,3.4812,2023-03-29,11.7,3.8529272,Overcast clouds,97
45.3719,5.4846,2023-03-29,21.1,2.4130037,Clear sky,85
44.3115,5.013,2023-03-30,19.3,1.3597491,Clear sky,91
43.0896,-0.7639,2023-03-30,13.7,0.49281937,Drizzle,95
43.2611,-1.2901,2023-03-30,14.9,2.57,Drizzle,87
43.1393,-0.9867,2023-03-30,13.1,1.1917472,Light rain,84
43.1544,-0.8444,2023-03-30,14.8,0.64120203,Overcast clouds,93
43.1594,-0.9492,2023-03-30,15.3,0.1715064,Drizzle,86
43.1601,-1.0146,2023-03-30,14.2,0.86127067,Light rain,79
43.1584,-1.0271,2023-03-30,14.2,0.86127067,Light rain,79
43.2258,-1.1397,2023-03-30,15.2,1.3411564,Light rain,75
43.2947,-1.3186,2023-03-30,14.9,2.57,Drizzle,87
43.3394,-1.3226,2023-03-30,14.9,2.57,Drizzle,87
43.3378,-1.335,2023-03-30,14.9,2.57,Drizzle,87
42.8368,-0.5238,2023-03-30,10.1,0.6062843,Drizzle,96
42.9933,-0.519,2023-03-30,11.3,0.95815474,Clear sky,98
42.9918,-0.5312,2023-03-30,11.3,0.95815474,Clear sky,98
42.3625,9.4666,2023-04-01,18.5,1.6222229,Few clouds,84
42.3609,9.4801,2023-04-01,20.5,2.548284,Few clouds,85
42.3594,9.4927,2023-04-01,20.5,2.548284,Few clouds,85
42.3581,9.4599,2023-04-01,18.5,1.6222229,Few clouds,84
42.3564,9.4738,2023-04-01,20.5,2.548284,Few clouds,85
42.3634,9.4573,2023-04-01,18.5,1.6222229,Few clouds,84
44.0409,5.5478,2023-04-02,15.4,0.89806086,Clear sky,98
43.4468,4.8773,2023-04-02,22,1.5,Clear sky,94
43.4446,4.8904,2023-04-02,22,1.5,Clear sky,94
43.4452,4.885,2023-04-02,22,1.5,Clear sky,94
47.6775,0.3119,2023-04-03,15.7,3.1429417,Broken clouds,89
43.4458,4.8844,2023-04-04,22,1.5,Clear sky,94
43.9843,3.4568,2023-04-04,13.4,3.4330692,Overcast clouds,91
48.3158,4.0405,2023-04-05,17,5.1,Overcast clouds,100
46.9718,0.8452,2023-04-05,16.6,3.1129222,Scattered clouds,79
45.7936,3.1216,2023-04-05,18,3.1,Clear sky,82
45.3603,1.0952,2023-04-05,15.3,4.073008,Overcast clouds,95
44.6754,-0.7428,2023-04-05,15.6,1.8654642,Clear sky,91
43.6413,4.3832,2023-04-05,19,2.1,Drizzle,88
44.5211,-0.7067,2023-04-05,14.6,1.2947919,Overcast clouds,88
43.9077,-1.2286,2023-04-05,17.1,0.42298245,Broken clouds,89
43.1281,0.9774,2023-04-05,15.2,0.99436885,Overcast clouds,79
43.6474,4.3803,2023-04-05,19,2.1,Drizzle,88
44.0422,5.5525,2023-04-05,15.4,0.89806086,Clear sky,98
45.1424,3.1475,2023-04-05,12,5.8148437,Overcast clouds,88
46.502,3.7007,2023-04-05,18.9,5.433751,Drizzle,77
48.9454,2.9165,2023-04-05,16.7,3.755989,Broken clouds,86
48.9836,1.76,2023-04-05,15.4,4.000169,Light rain,82
43.4438,4.8888,2023-04-06,22,1.5,Clear sky,94
42.956,-0.6409,2023-04-06,11.5,0.7309868,Drizzle,99
43.1244,-1.3996,2023-04-06,12.4,1.3197652,Light rain,84
43.2631,-1.3238,2023-04-06,14.9,2.57,Drizzle,87
45.1534,3.1338,2023-04-07,12,5.8148437,Overcast clouds,88
44.3659,3.8213,2023-04-07,11.1,3.9756286,Overcast clouds,93
44.306,3.714,2023-04-07,12.5,2.8090923,Overcast clouds,91
44.0194,3.1171,2023-04-07,13,5.550799,Overcast clouds,95
44.0172,3.1304,2023-04-07,13,5.550799,Overcast clouds,95
43.3806,5.0149,2023-04-07,21.3,1.390347,Scattered clouds,92
43.7255,3.5474,2023-04-07,16.8,3.7620134,Clear sky,79
43.721,3.527,2023-04-07,15.8,5.7977767,Clear sky,82
43.2686,-1.3291,2023-04-07,14.9,2.57,Light rain,87
43.4454,4.9021,2023-04-08,22,1.5,Clear sky,94
44.1172,3.5159,2023-04-08,11.8,2.9360344,Overcast clouds,96
44.1165,3.5223,2023-04-08,11.8,2.9360344,Overcast clouds,96
44.1153,3.5557,2023-04-08,11.9,3.761548,Overcast clouds,94
43.4479,4.8899,2023-04-08,22,1.5,Clear sky,94
42.8368,1.2196,2023-04-08,11,1.1724277,Overcast clouds,99
43.2518,2.5784,2023-04-08,17.1,6.33111,Clear sky,69
43.7579,5.0479,2023-04-08,19.9,1.1525499,Clear sky,94
43.7585,5.0574,2023-04-08,19.9,1.1525499,Clear sky,94
43.1336,-1.091,2023-04-08,12.6,1.290944,Drizzle,86
43.4513,4.891,2023-04-08,22,1.5,Clear sky,94
43.447,4.8987,2023-04-09,22,1.5,Clear sky,94
42.8391,1.2135,2023-04-09,10.4,0.48697135,Overcast clouds,98
48.2087,6.4289,2023-04-09,19.1,3.09,Clear sky,92
43.4453,4.9001,2023-04-09,22,1.5,Clear sky,94
43.447,4.8953,2023-04-11,22,1.5,Clear sky,94
44.3974,3.7893,2023-04-11,11.1,3.9756286,Overcast clouds,93
44.3958,3.806,2023-04-11,11.1,3.9756286,Overcast clouds,93
43.4486,4.8809,2023-04-11,22,1.5,Clear sky,94
42.8579,-0.5471,2023-04-11,11,0.41796425,Drizzle,98
43.0887,-1.398,2023-04-11,11.5,0.29195446,Light rain,90
47.2783,1.6914,2023-04-12,17,2.1,Drizzle,93
42.2583,8.8726,2023-04-12,16.2,0.92196596,Clear sky,77
42.2566,8.8605,2023-04-12,16.2,0.92196596,Clear sky,77
48.1499,3.2756,2023-04-12,15.8,4.1178694,Overcast clouds,89
43.4445,4.9045,2023-04-13,22,1.5,Clear sky,94
43.583,4.9744,2023-04-14,22,1.5,Clear sky,94
43.5808,4.9878,2023-04-14,22,1.5,Clear sky,94
43.4613,5.5084,2023-04-14,20,0.7786255,Scattered clouds,93
43.4633,4.9024,2023-04-14,22,1.5,Clear sky,94
42.6463,2.7875,2023-04-15,20,4.1,Broken clouds,68
51.0404,2.2951,2023-04-15,16.8,3.6651642,Broken clouds,83
43.4495,4.8981,2023-04-16,22,1.5,Clear sky,94
42.4576,3.1365,2023-04-16,20,2.0896904,Broken clouds,64
42.4483,3.1347,2023-04-16,20,2.0896904,Broken clouds,64
42.4467,3.1475,2023-04-16,20,2.0896904,Broken clouds,64
42.4654,3.1513,2023-04-16,20,2.0896904,Broken clouds,64
42.4639,3.1643,2023-04-16,21.1,3.9809866,Scattered clouds,62
42.4561,3.1495,2023-04-16,20,2.0896904,Broken clouds,64
43.4426,4.898,2023-04-16,22,1.5,Clear sky,94
43.4453,4.8769,2023-04-17,22,1.5,Clear sky,94
43.4436,4.8895,2023-04-17,22,1.5,Clear sky,94
44.1282,0.1552,2023-04-17,15.9,2.0809078,Overcast clouds,89
45.951,-0.5126,2023-04-17,14.7,3.6265862,Drizzle,80
45.3816,0.8183,2023-04-17,15.9,3.527747,Scattered clouds,92
44.9412,-0.6216,2023-04-17,16.6,3.09,Clear sky,89
44.8582,-1.0055,2023-04-17,14.9,1.2086196,Clear sky,80
44.7049,-0.9917,2023-04-17,16,1.2718942,Clear sky,84
44.7026,-0.9783,2023-04-17,16,1.2718942,Clear sky,84
44.1255,0.1699,2023-04-17,16.1,2.1222627,Overcast clouds,88
43.2805,1.1647,2023-04-17,14.4,2.2076175,Broken clouds,69
43.2568,0.6676,2023-04-17,14.8,1.7988406,Overcast clouds,77
43.2688,0.6786,2023-04-17,14.8,1.7988406,Overcast clouds,77
45.1495,1.0585,2023-04-17,15.4,3.0559099,Clear sky,93
44.8952,-0.5589,2023-04-17,16.9,1.955838,Overcast clouds,85
45.2091,0.6281,2023-04-17,16.3,3.6677105,Drizzle,91
45.2068,0.6143,2023-04-17,16.3,3.6677105,Drizzle,91
45.2132,0.6214,2023-04-17,16.3,3.6677105,Drizzle,91
45.0447,-1.0492,2023-04-17,16.7,1.2121124,Broken clouds,77
46.7403,5.7481,2023-04-19,18.3,6.374408,Broken clouds,78
47.1013,4.7435,2023-04-19,17.8,4.986204,Light rain,93
46.1453,2.8289,2023-04-19,15.3,6.1684747,Overcast clouds,85
45.5596,3.2605,2023-04-19,17.2,2.7300568,Overcast clouds,75
43.2069,2.664,2023-04-19,18.9,7.465544,Clear sky,67
43.4444,4.8886,2023-04-19,22,1.5,Clear sky,94
42.6982,2.7398,2023-04-19,20.4,3.6,Clear sky,67
43.4414,4.9047,2023-04-19,22,1.5,Clear sky,94
43.4571,5.5114,2023-04-19,20,0.7786255,Scattered clouds,93
43.455,5.4984,2023-04-19,20,0.7786255,Scattered clouds,93
44.8093,5.0178,2023-04-19,18.9,3.3052351,Light rain,91
44.8071,5.0045,2023-04-19,18.9,3.3052351,Light rain,91
47.6441,3.7573,2023-04-19,19.1,2.8820868,Drizzle,94
47.6521,3.7637,2023-04-19,19.1,2.8820868,Drizzle,94
48.9095,2.029,2023-04-19,16.7,3.2516017,Drizzle,86
51.0467,2.2995,2023-04-20,16.8,3.6651642,Broken clouds,83
43.4456,4.9045,2023-04-20,22,1.5,Clear sky,94
49.2336,6.2231,2023-04-21,19.1,1.4674563,Light rain,91
43.448,4.9045,2023-04-23,22,1.5,Clear sky,94
43.6266,4.776,2023-04-26,19.8,0.61608946,Clear sky,97
43.7605,7.2042,2023-04-26,18.9,2.57,Clear sky,86
43.4448,4.8954,2023-04-26,22,1.5,Clear sky,94
51.0376,2.2901,2023-04-26,16.8,3.6651642,Broken clouds,83
42.3028,9.3567,2023-04-27,19,0.7604346,Clear sky,71
42.2971,9.3435,2023-04-27,18.2,0.30434763,Clear sky,79
42.3057,9.3451,2023-04-27,19,0.7604346,Clear sky,71
43.6607,2.7263,2023-04-28,11.1,4.644872,Clear sky,92
48.0888,-4.3288,2023-04-29,13.1,1.169211,Clear sky,82
43.4436,4.899,2023-04-30,22,1.5,Clear sky,94
43.4487,4.9017,2023-05-01,22,1.5,Clear sky,94
43.4397,4.8994,2023-05-01,22,1.5,Clear sky,94
43.4436,4.8899,2023-05-01,22,1.5,Clear sky,94
43.4408,4.8975,2023-05-01,22,1.5,Clear sky,94
42.6133,2.833,2023-05-01,20.6,3.6,Broken clouds,67
51.0287,2.2449,2023-05-01,14.9,2.4281082,Broken clouds,90
43.8155,4.6005,2023-05-02,19.6,0.5807962,Clear sky,97
43.8155,4.5933,2023-05-02,19.4,0.4717874,Clear sky,98
43.3048,3.3237,2023-05-02,19,4.6,Clear sky,77
43.304,3.3209,2023-05-02,19,4.6,Clear sky,77
48.1013,7.3792,2023-05-03,20.6,2.2096004,Light rain,94
47.7752,7.4302,2023-05-03,18.9,4.12,Light rain,76
43.4452,4.8997,2023-05-03,22,1.5,Clear sky,94
43.4087,5.2838,2023-05-03,22,1.5,Broken clouds,88
47.5947,1.1707,2023-05-03,15.9,2.9968054,Scattered clouds,78
48.7333,2.7858,2023-05-03,16,3.8730474,Drizzle,87
49.854,2.8158,2023-05-03,16.2,2.9751866,Drizzle,87
50.7689,2.4602,2023-05-03,13.8,1.5592217,Broken clouds,93
44.2414,-0.4601,2023-05-04,16.4,1.3988886,Overcast clouds,94
51.0293,2.2659,2023-05-05,14.9,2.4281082,Broken clouds,90
51.0309,2.2593,2023-05-05,14.9,2.4281082,Broken clouds,90
43.241,2.7467,2023-05-05,18.9,6.2702947,Few clouds,69
43.4451,4.8944,2023-05-06,22,1.5,Clear sky,94
43.4481,4.8872,2023-05-06,22,1.5,Clear sky,94
43.4451,4.9005,2023-05-07,22,1.5,Clear sky,94
43.4481,4.9014,2023-05-08,22,1.5,Clear sky,94
43.6268,4.7791,2023-05-08,19.8,0.61608946,Clear sky,97
43.4475,4.8932,2023-05-08,22,1.5,Clear sky,94
44.1958,4.7459,2023-05-10,21,2.6,Clear sky,94
43.4451,4.9049,2023-05-10,22,1.5,Clear sky,94
43.6566,5.5678,2023-05-10,18.6,0.1245082,Scattered clouds,90
43.6012,4.2165,2023-05-10,19.8,2.816199,Clear sky,80
44.7243,-0.8113,2023-05-11,15.5,1.6557044,Clear sky,88
51.034,2.2798,2023-05-11,16.7,3.833234,Broken clouds,83
43.4469,4.9014,2023-05-12,22,1.5,Clear sky,94
43.45,4.8998,2023-05-13,22,1.5,Clear sky,94
44.1647,-0.9492,2023-05-13,16.1,0.88713,Overcast clouds,86
45.085,5.7377,2023-05-15,20.1,4.0908613,Clear sky,55
43.8044,4.3331,2023-05-15,19,2.1,Clear sky,88
43.4493,4.8978,2023-05-15,22,1.5,Clear sky,94
43.4468,4.8929,2023-05-15,22,1.5,Clear sky,94
43.6483,5.5714,2023-05-17,17.8,0.5954247,Broken clouds,92
47.8057,1.0689,2023-05-17,16,2.8527336,Broken clouds,82
47.8023,1.0516,2023-05-17,16,2.8527336,Broken clouds,82
43.4482,4.8926,2023-05-17,22,1.5,Clear sky,94
51.0381,2.2866,2023-05-18,16.8,3.6651642,Broken clouds,83
48.6113,2.6012,2023-05-18,16,4.1,Overcast clouds,93
51.0317,2.2832,2023-05-19,16.8,3.6651642,Broken clouds,83
51.0387,2.2852,2023-05-20,16.8,3.6651642,Broken clouds,83
47.7692,7.428,2023-05-22,18.9,1.7560055,Light rain,92
43.3785,5.0172,2023-05-22,21.3,1.390347,Scattered clouds,92
43.2946,3.246,2023-05-22,19,4.6,Clear sky,77
47.6199,6.1399,2023-05-22,20.1,6.0354753,Broken clouds,78
43.4496,4.906,2023-05-24,22,1.5,Clear sky,94
43.6572,5.5678,2023-05-24,18.6,0.1245082,Scattered clouds,90
44.1488,4.7339,2023-05-24,21,2.6,Clear sky,94
48.98,1.857,2023-05-24,15.6,3.7335908,Moderate rain,83
49.2381,3.0837,2023-05-24,16.1,3.6301532,Overcast clouds,89
49.2245,2.9102,2023-05-24,16.1,3.5321622,Broken clouds,90
47.6218,6.1345,2023-05-25,20.1,6.0354753,Broken clouds,78
44.7957,-0.9515,2023-05-25,15.2,1.3691344,Overcast clouds,82
51.0376,2.2975,2023-05-25,16.8,3.6651642,Broken clouds,83
43.4488,4.8897,2023-05-25,22,1.5,Clear sky,94
49.1903,-0.2818,2023-05-26,11.6,1.3875142,Clear sky,90
49.0507,7.0422,2023-05-26,19.1,3.09,Light rain,92
51.0357,2.2926,2023-05-26,16.8,3.6651642,Broken clouds,83
43.444,4.8917,2023-05-27,22,1.5,Clear sky,94
43.442,4.9041,2023-05-27,22,1.5,Clear sky,94
48.1024,7.3796,2023-05-27,20.6,2.2096004,Light rain,94
49.2346,6.2184,2023-05-27,19.4,1.4793891,Light rain,91
48.4047,6.833,2023-05-27,19.2,1.7362329,Broken clouds,90
43.43,5.2389,2023-05-27,22,1.5,Scattered clouds,88
45.0385,-1.0235,2023-05-27,16.1,1.0514399,Overcast clouds,81
45.644,5.115,2023-05-27,19.4,5.14,Clear sky,78
45.7966,3.1145,2023-05-27,18,3.1,Clear sky,82
43.4468,4.8973,2023-05-27,22,1.5,Clear sky,94
51.0426,2.2888,2023-05-27,16.8,3.6651642,Broken clouds,83
43.4489,4.8977,2023-05-27,22,1.5,Clear sky,94
43.4468,4.8978,2023-05-29,22,1.5,Clear sky,94
51.0344,2.2866,2023-05-29,16.8,3.6651642,Broken clouds,83
45.0445,-1.0369,2023-05-29,16.7,1.2121124,Broken clouds,77
43.2963,3.2465,2023-05-29,19,4.6,Clear sky,77
45.0925,1.9285,2023-05-29,15,2.7388582,Scattered clouds,91
51.0386,2.289,2023-05-29,16.8,3.6651642,Broken clouds,83
43.4483,4.8901,2023-05-29,22,1.5,Clear sky,94
43.4493,4.903,2023-05-30,22,1.5,Clear sky,94
48.9118,2.385,2023-05-30,17,3.6,Broken clouds,88
48.9028,2.3815,2023-05-30,17,3.6,Broken clouds,88
49.3464,2.7573,2023-05-30,16.4,2.548679,Broken clouds,89
49.2391,3.092,2023-05-30,16.1,3.6301532,Overcast clouds,89
48.7379,2.7897,2023-05-30,16,3.8730474,Drizzle,87
48.6145,2.5883,2023-05-30,16,4.1,Drizzle,93
48.6119,2.6028,2023-05-30,16,4.1,Overcast clouds,93
44.7273,-0.8162,2023-05-30,15.5,1.6557044,Clear sky,88
44.773,-0.8089,2023-05-30,16.6,3.09,Clear sky,89
44.7088,-0.7565,2023-05-30,15.6,3.09,Clear sky,89
42.5868,2.9646,2023-05-30,20.6,0.8382117,Broken clouds,65
47.7142,1.5028,2023-05-31,16.1,2.9340677,Broken clouds,82
48.7357,2.7823,2023-05-31,16,3.8730474,Drizzle,87
51.0345,2.2896,2023-05-31,16.8,3.6651642,Broken clouds,83
51.0318,2.2745,2023-05-31,16.7,3.833234,Broken clouds,83
43.4452,4.8973,2023-06-01,22,1.5,Clear sky,94
49.2215,6.1619,2023-06-01,19.4,1.4793891,Light rain,91
48.101,7.3769,2023-06-01,20.6,2.2096004,Light rain,94
47.6243,6.1262,2023-06-01,20.1,6.0354753,Broken clouds,78
47.6219,6.1404,2023-06-01,20.1,6.0354753,Broken clouds,78
43.6244,4.7797,2023-06-01,19.8,0.61608946,Clear sky,97
46.1475,5.2825,2023-06-01,20,5.14044,Overcast clouds,87
45.6435,5.1149,2023-06-01,19.4,5.14,Clear sky,78
43.8848,4.7834,2023-06-01,21,1.5,Clear sky,94
47.2262,-1.4672,2023-06-01,13.9,2.06,Overcast clouds,90
43.4491,4.8981,2023-06-01,22,1.5,Clear sky,94
45.0429,-1.0399,2023-06-02,16.7,1.2121124,Broken clouds,77
48.0987,7.3752,2023-06-02,20.6,2.2096004,Light rain,94
48.078,6.8852,2023-06-02,16.7,5.1025753,Light rain,85
49.0534,7.0389,2023-06-02,19.1,3.09,Light rain,92
47.5074,6.8455,2023-06-02,17.6,3.6,Drizzle,88
47.5047,6.8306,2023-06-02,17.6,3.6,Overcast clouds,88
43.4499,4.8844,2023-06-02,22,1.5,Clear sky,94
49.4824,0.2382,2023-06-03,13.7,1.6023543,Broken clouds,86
43.445,4.8938,2023-06-03,22,1.5,Clear sky,94
51.0325,2.2842,2023-06-03,16.8,3.6651642,Broken clouds,83
47.7786,7.4338,2023-06-03,18.9,4.12,Light rain,76
47.7699,7.4311,2023-06-03,18.9,1.7560055,Light rain,92
48.6092,6.1175,2023-06-03,18.6,2.06,Light rain,96
43.442,4.8956,2023-06-03,22,1.5,Clear sky,94
43.5116,3.3739,2023-06-03,18.5,1.1350148,Clear sky,79
43.5132,3.3869,2023-06-03,18.5,1.1350148,Clear sky,79
51.0373,2.2833,2023-06-03,16.8,3.6651642,Broken clouds,83
51.0344,2.279,2023-06-04,16.7,3.833234,Broken clouds,83
46.8985,0.5816,2023-06-04,16.8,3.5915265,Light rain,82
44.6829,-0.5172,2023-06-05,16.1,2.0147808,Clear sky,88
44.7172,-0.8214,2023-06-05,15.1,1.569528,Clear sky,91
46.3618,2.5942,2023-06-05,17.2,5.3788953,Clear sky,81
48.3172,4.0294,2023-06-05,17,5.1,Overcast clouds,100
43.4486,4.8969,2023-06-05,22,1.5,Clear sky,94
47.7744,7.4323,2023-06-06,18.9,4.12,Light rain,76
49.2355,6.2327,2023-06-06,19.1,1.4674563,Light rain,91
48.7339,2.7911,2023-06-06,16,3.8730474,Drizzle,87
47.8212,3.5816,2023-06-06,18.6,3.6,Drizzle,96
47.7185,1.5118,2023-06-06,16.1,2.9340677,Broken clouds,82
44.7233,-0.814,2023-06-06,15.5,1.6557044,Clear sky,88
45.6781,4.9262,2023-06-06,20,6.2,Scattered clouds,82
